customer_id,customer_name,area,registration_date,customer_segment,total_orders,avg_order_value
10608845,Aadi Gole,Bhilwara,2024-03,Premium,2,735.36
28603182,Karan Narayan,South Dumdum,2024-08,New,11,490.13
1152215,Yachana Pathak,Dhanbad,2024-05,Inactive,2,1637.43
24357425,Wriddhish Munshi,Farrukhabad,2024-07,Inactive,6,798.18
93924203,Xalak Goyal,Jorhat,2023-04,Premium,18,1360.15
61406908,Harrison Mistry,Deoghar,2023-12,Regular,1,458.39
78841932,Bhavani Rai,Guna,2024-04,Inactive,4,979.63
67310893,Idika Patla,Chennai,2024-04,New,19,1592.94
666589,Kevin Bassi,Morbi,2023-07,Regular,15,465.38
73639935,Urvi Deo,Medininagar,2023-09,Inactive,10,360.91
51592174,Jasmit Sura,Secunderabad,2023-08,New,2,794.83
12338529,Rishi Nayak,Bangalore,2024-10,New,11,347.1
81757554,Yagnesh Nadkarni,Shimoga,2024-04,Premium,12,1815.02
95372766,Hitesh Morar,Latur,2024-01,Regular,9,629.05
28111842,Charles Kannan,Tirunelveli,2024-09,Premium,8,1892.45
27878182,Qabil Lata,Thoothukudi,2023-03,Inactive,1,1023.51
27353891,Gabriel Ahluwalia,Parbhani,2023-06,Premium,20,1110.61
19179897,Tarak Nagi,Orai,2023-08,Premium,18,1491.58
63630649,Indira Golla,Vijayawada,2023-09,Premium,8,1626.79
16359370,Harsh Gaba,South Dumdum,2023-12,Premium,1,1352.7
92123198,Diya Munshi,Bidar,2023-08,Regular,8,224.01
77306672,Bina Seshadri,Motihari,2024-09,Regular,20,456.24
67696145,Isaac Rattan,Bettiah,2023-06,Regular,18,482.94
29902416,Falak Choudhry,Tenali,2023-07,Inactive,18,1010.11
11446157,Nidhi Borra,Shimoga,2024-09,Inactive,8,400.97
84377964,Saumya Babu,Tezpur,2024-10,Inactive,13,1458.37
12591752,Zilmil Krishna,Singrauli,2023-05,Inactive,14,740.4
4940671,Sarthak Doshi,Silchar,2024-06,Inactive,7,494.03
88111697,Ronith Rajagopal,Ballia,2024-01,Regular,4,1731.14
98241853,Lila Mangal,Vellore,2024-04,Premium,19,1203.76
75482,Jeet Gandhi,Korba,2024-09,Regular,13,1938.38
6291143,Banjeet Oak,Yamunanagar,2023-08,Inactive,19,1934.37
20209237,Anthony Ratti,Shimoga,2024-02,Regular,19,1121.1
85435560,Viraj Nair,Ludhiana,2024-07,Inactive,8,1309.0
68063317,Reva Rajagopal,Muzaffarnagar,2024-10,Inactive,4,1316.23
82594354,Harinakshi Sule,Avadi,2024-01,Regular,7,321.8
51040116,Inaya Pillai,Berhampur,2023-11,Regular,11,783.03
78053306,Meera Naik,Visakhapatnam,2024-06,Inactive,6,1037.09
66761643,Samuel Mukherjee,Anand,2023-05,Regular,20,1432.01
81932548,Baghyawati Gill,Etawah,2024-10,Premium,12,1508.41
19682060,Hamsini Swamy,Jehanabad,2024-02,Inactive,4,850.2
1719710,Pushti Sabharwal,Giridih,2023-06,New,2,1332.82
74195536,Champak Chhabra,Amaravati,2024-10,Premium,5,650.62
15534747,Oviya Luthra,Kadapa,2023-09,Inactive,15,362.34
95558510,Ekaraj Halder,Bhind,2023-06,Inactive,5,466.28
767523,Maya Khosla,Vasai-Virar,2023-05,Inactive,13,1737.28
55056284,Devika Lal,Ichalkaranji,2024-05,Inactive,11,373.44
86167288,Rachana Rajagopal,Nagpur,2023-08,Inactive,1,1049.94
96511007,Hema Mannan,Dindigul,2024-06,New,14,1243.4
31084686,Jai Ramaswamy,Aurangabad,2024-06,Regular,4,893.55
99594960,Amaira Tak,Madanapalle,2023-06,Inactive,16,1475.23
53815931,Praneel Sekhon,Jaipur,2023-07,Inactive,17,1739.94
21597477,Mugdha Chaudhuri,Bhopal,2023-09,Inactive,18,246.42
243838,Sudiksha Nagar,Visakhapatnam,2024-05,New,11,1158.27
15484407,Saksham Kaur,Kakinada,2024-06,Premium,18,560.95
21677923,Lipika Mukhopadhyay,Kakinada,2023-07,New,17,465.55
24845814,Harshil Shukla,Raipur,2023-03,Regular,17,423.79
99893898,Vedant Master,Berhampore,2023-11,New,16,365.4
95856869,Bahadurjit Ratta,Tirupati,2024-03,New,12,531.83
40275138,Eiravati Thaker,Bathinda,2024-01,Inactive,18,1468.32
12814732,Janya Soni,Karaikudi,2023-05,Regular,8,1473.36
4057678,Brijesh Khalsa,Kadapa,2023-05,Inactive,19,882.63
46682777,Simon Parekh,Medininagar,2024-07,Inactive,10,600.09
10562528,Udant Dada,Udaipur,2024-07,Premium,12,887.02
31978160,Kiaan Khare,Saharanpur,2024-05,New,8,1881.61
14207332,Ucchal Uppal,Aligarh,2024-01,Regular,18,1263.17
76019750,Omisha Balan,Thiruvananthapuram,2024-01,New,20,310.83
36833857,Omya Banik,Silchar,2024-02,Premium,7,1882.18
84275450,Frederick Sem,Nellore,2024-03,Premium,17,239.05
6367136,Yashica Jayaraman,Rohtak,2024-02,Regular,18,1662.44
27049432,Mitali Shankar,Nagaon,2023-07,Premium,1,1866.16
69863493,Yashica Madan,Junagadh,2023-06,Regular,6,1620.01
35349582,Raksha Kalla,Bhilai,2024-01,Premium,6,932.85
20148223,Manbir Dua,Kamarhati,2023-05,Inactive,5,599.99
46684081,Darika Hans,Ghaziabad,2023-04,Premium,11,1225.01
49795571,Rajata Agrawal,Loni,2024-03,Premium,13,401.72
44935198,Chakrika Divan,Tumkur,2023-12,New,14,973.32
74515162,Aarnav Parsa,Durgapur,2024-08,New,10,1605.13
54885705,David Date,Amritsar,2024-03,Premium,13,432.05
96793479,Abhimanyu Venkataraman,Ambarnath,2024-08,Inactive,18,1185.01
87335844,Chandran Chakraborty,Shivpuri,2023-06,Premium,11,1770.89
67340606,Onkar Arya,Tirunelveli,2024-06,Premium,6,263.58
72667140,Neelima Raj,Mysore,2023-07,Premium,9,1106.22
71956734,Sneha Chaudhuri,Adoni,2024-07,New,8,1219.73
8536503,Ubika Om,Ramagundam,2023-04,Regular,9,399.57
70179018,Sai Brar,Bhiwani,2024-09,New,5,1725.79
68219091,Tanvi Dixit,Ongole,2024-10,Regular,16,529.87
71890882,Mitali Parsa,Fatehpur,2024-03,Premium,6,907.37
44928499,Aarav Andra,Ramgarh,2023-04,New,10,915.27
35302195,Garima Chahal,Maheshtala,2023-04,New,16,420.19
25641500,Harshil Vaidya,Sultan Pur Majra,2024-10,Premium,18,241.19
29272253,Brijesh Nadkarni,Kolhapur,2024-09,New,18,1282.7
30643619,Ethan Nagi,Shimla,2024-03,Inactive,5,1084.47
40800762,Pranav Dar,Pallavaram,2023-10,Inactive,10,1781.9
74212242,Netra Kaul,Allahabad,2023-10,Premium,2,1065.52
30265929,Nandini Brahmbhatt,Nizamabad,2024-08,Premium,15,1388.33
22321208,Pratyush Bedi,Ballia,2024-10,Regular,18,558.66
60385293,Edhitha Pandey,Medininagar,2024-02,Premium,17,228.44
94137242,Rohan Mallick,Bhagalpur,2023-04,New,14,1592.85
45477575,Aarna Bawa,Vellore,2024-01,Inactive,4,327.93
9401406,Lucky Babu,Panipat,2023-11,Regular,14,792.74
21948041,Oni Amble,Bhavnagar,2024-03,New,13,1381.95
39968800,Gopal Bera,Malda,2023-09,New,19,1877.55
29097987,Matthew Subramanian,Hosur,2024-04,Inactive,12,224.41
83304571,Abha Dugar,Dharmavaram,2023-11,New,19,1772.47
69126963,Chatura Lad,Mirzapur,2024-02,Premium,19,1352.41
26903313,Chandresh Sandal,Bhimavaram,2023-04,Regular,1,284.0
50899600,Frado Arya,Bettiah,2023-11,New,1,989.49
12988801,Darika Verma,Gurgaon,2024-09,New,8,1179.5
85869195,Kashish Nigam,Rajpur Sonarpur,2024-07,Regular,2,1125.96
76327561,Osha Khanna,Adoni,2023-08,Inactive,5,553.12
54580166,Jason Pradhan,Silchar,2023-08,Regular,8,1024.69
15931134,Azaan Gara,Darbhanga,2024-03,Inactive,5,760.9
79919160,Qasim Rai,Silchar,2023-12,Premium,8,565.61
5763963,Chandran Seth,Pimpri-Chinchwad,2023-03,Regular,12,1118.82
75213636,Bhanumati Chatterjee,Sonipat,2024-07,Inactive,5,1482.83
16543242,Vihaan Korpal,Darbhanga,2023-06,Premium,6,1523.88
61568565,Kashish Lala,Yamunanagar,2024-10,New,2,1943.51
42227189,Nilima Borah,Sonipat,2024-03,Regular,19,723.21
23996221,Jackson Issac,Ramagundam,2023-10,Inactive,7,1783.28
76309170,Chandran Agate,Bhind,2023-11,Regular,18,1824.43
78157360,Xavier Toor,Udaipur,2024-08,Regular,20,1310.87
49833888,Harini Raja,Parbhani,2024-03,Inactive,3,1908.42
60591625,Fitan Kunda,Delhi,2023-07,New,8,374.61
5238055,Chandani D’Alia,Guntur,2024-01,Regular,3,1166.67
25221501,Pratyush De,Orai,2023-09,Regular,20,1935.84
71905368,Chameli Magar,Bathinda,2023-05,Premium,7,479.45
54057428,Chatura Contractor,Panvel,2023-11,New,13,1564.34
68475914,Ishita Sarna,Kishanganj,2023-10,Inactive,6,1615.84
48358028,Xavier Kibe,Gudivada,2024-05,Premium,14,1852.36
43367112,Chasmum Ramesh,Gopalpur,2023-12,New,19,1861.66
69034027,Udarsh Gole,Nagaon,2024-06,Regular,4,1230.08
7687234,Farhan Sheth,Naihati,2024-09,Inactive,18,892.0
97411107,Udarsh Sandhu,Medininagar,2024-07,New,18,1406.97
9423628,Chanakya Dutta,Malegaon,2023-09,Inactive,19,1911.7
72797175,Aarush Ratti,Loni,2023-11,Regular,7,426.09
38875754,Yash Mitter,Ambattur,2023-08,Premium,9,237.42
49881540,Xalak Muni,Kottayam,2024-09,Inactive,10,1134.6
13462905,Bimala Rau,Farrukhabad,2023-03,Premium,14,809.44
37556526,Anjali Varkey,Farrukhabad,2024-06,Inactive,18,1200.18
52032226,Jagvi Choudhury,Jodhpur,2023-08,Premium,19,1551.39
75289676,Yashica Borra,Bardhaman,2023-07,Inactive,19,1170.53
9274874,Kashvi Ganguly,Arrah,2024-09,Regular,20,792.52
36428139,Hemani Ben,Nagaon,2024-04,Premium,15,619.69
51994597,Xavier Divan,Mira-Bhayandar,2024-08,Regular,12,1591.21
95309983,Vansha Atwal,Solapur,2024-09,New,15,1990.83
2391900,Nisha Gokhale,Bhagalpur,2024-09,New,17,897.78
82425179,Gagan Patil,Kakinada,2024-06,Regular,17,1532.5
45868300,Isha Sheth,Ratlam,2023-08,Premium,7,584.9
1855421,Jasmit Kibe,Kadapa,2023-06,Inactive,10,260.2
87256913,Abhiram Kannan,Bhiwandi,2024-10,Regular,10,990.58
15545780,Ekansh Baria,Ambala,2024-04,Regular,18,1268.44
20951294,Sathvik Dhar,Anantapur,2023-08,Premium,4,223.45
11636968,Frado Ravel,Srinagar,2024-09,Inactive,1,1574.94
86636273,Saksham Bora,Chinsurah,2023-07,Inactive,13,529.61
40593638,Wridesh Ratti,Purnia,2023-12,Premium,18,1146.85
701493,Ekaraj Saini,Shahjahanpur,2024-02,Inactive,2,290.07
29664214,Vrishti Chopra,Chennai,2024-01,Regular,13,553.65
26278566,Henry Zachariah,Satna,2024-01,New,14,1739.84
87251489,Reyansh Johal,Thane,2024-03,Premium,9,1940.4
67465084,Rachita Gill,Ratlam,2023-11,Premium,20,1001.97
83236183,Zayan Kalla,Panihati,2023-03,New,20,1145.01
66710182,Max Mallick,Korba,2024-03,Inactive,11,1751.48
93507573,Raksha Prashad,Purnia,2024-10,Premium,2,555.78
8733344,Chandani Mishra,Jammu,2024-02,Premium,10,1152.02
73098723,Abhiram Khare,Coimbatore,2024-02,New,1,474.41
49050014,Chanakya Mukhopadhyay,Ludhiana,2023-11,Premium,8,1589.25
98144693,Varenya Ahluwalia,Kota,2024-11,Premium,10,701.68
43034188,Ekaraj Bora,Sirsa,2024-01,Inactive,2,1638.62
77673290,Aditya Ram,Sagar,2024-11,Premium,7,1881.39
41494517,Maya Dara,Latur,2024-04,Inactive,10,860.07
85233498,Arin Chad,Bijapur,2024-06,New,4,1715.9
79592021,Jack Basu,Chittoor,2024-02,Regular,1,291.29
40104482,George Toor,Morbi,2023-08,New,5,1632.94
1469696,Gaurangi Banerjee,Jalna,2023-06,Premium,6,1784.79
21658322,Balhaar Balasubramanian,Maheshtala,2024-07,Regular,5,1416.06
55094848,Michael Sarraf,Madanapalle,2023-04,Premium,14,422.78
15897933,Mohini Rao,Jabalpur,2023-03,Regular,1,1221.23
8138417,Champak Narayan,Nangloi Jat,2024-06,Premium,7,1446.82
24581427,Yahvi Tiwari,Ahmednagar,2023-08,Premium,3,747.9
73428596,Nathaniel Sem,Kakinada,2023-08,Inactive,16,808.24
95428692,Janani Yohannan,Motihari,2023-03,New,14,1834.38
51048402,Leela Bhandari,Ahmedabad,2024-02,Premium,12,895.49
13455530,Yoshita Varty,Saharsa,2024-04,Inactive,3,1812.55
62742184,Gabriel Luthra,Nandyal,2023-10,Premium,15,1518.76
26285589,Bakhshi De,Yamunanagar,2024-10,New,15,535.12
31991019,Gauri Dhar,New Delhi,2023-09,Regular,12,1231.06
52862822,Aarini Khosla,Anand,2024-07,Regular,14,491.28
2365348,Zashil Varghese,Siwan,2024-09,Regular,11,1133.51
62917794,Chaman Setty,Bharatpur,2024-02,Regular,16,1686.74
49806393,Aarush Natt,Latur,2023-03,Regular,5,1229.25
65382130,Nachiket Mani,Ahmednagar,2023-06,Regular,18,557.2
97111119,Ridhi Sekhon,Tiruchirappalli,2024-09,Regular,13,1047.73
48268435,Triveni Padmanabhan,Ramagundam,2024-04,Inactive,15,1670.86
10796846,Waida Sanghvi,Tiruvottiyur,2024-06,Regular,2,1548.31
31233120,Veer Krish,Lucknow,2024-05,Regular,2,555.76
4192351,Leela Date,Nandyal,2024-01,Inactive,17,625.36
9347990,Aarush Pingle,Nizamabad,2024-04,Premium,6,492.04
46699982,Abhiram Sahni,Ulhasnagar,2023-10,Inactive,19,1171.6
46515922,Harish Setty,Ghaziabad,2024-09,Regular,16,950.75
2164524,Kamala Natt,Rohtak,2023-04,Inactive,1,754.95
94854830,Aarna Dave,Kochi,2023-07,Inactive,5,415.65
53886685,Ayaan Dixit,Bhimavaram,2024-05,New,11,1066.86
89223620,Udyati Malhotra,Amravati,2023-07,Inactive,17,579.91
17597449,Umang Dhingra,Guna,2023-04,Inactive,15,229.4
14167111,Balvan Raman,Kishanganj,2023-08,New,18,963.9
93867669,Vrishti Bhatti,Khammam,2024-02,Inactive,10,1954.42
8886587,Aishani Sura,Moradabad,2023-08,Regular,4,951.65
53292177,Tanmayi Vyas,Panihati,2024-10,Inactive,3,1449.4
66130660,Lopa Bhasin,Gandhinagar,2024-04,New,1,1673.4
29562254,Devansh Murty,Jaunpur,2023-07,Inactive,19,1290.14
40703374,Wriddhish Ramachandran,Nandyal,2024-09,Regular,10,1934.68
18259715,Finn Chacko,Pudukkottai,2023-05,Regular,9,1731.11
63184222,Veer Cheema,Kharagpur,2024-01,Inactive,15,1035.69
5540556,Lakshit Balan,Gangtok,2023-08,Regular,13,273.47
36587003,Amaira Nagi,Tumkur,2023-03,New,5,1759.74
55028958,Pavani Yadav,Howrah,2023-05,New,17,1168.29
86995126,Bimala Bhattacharyya,Durgapur,2023-06,New,10,316.82
22358567,Zansi Chakraborty,Faridabad,2023-04,Inactive,8,638.86
10745302,Yochana Shukla,Indore,2023-10,Premium,5,1530.95
31410886,Ayush Manda,Sasaram,2024-05,Inactive,9,757.75
80476444,Qadim Bail,Eluru,2024-05,Premium,1,1677.06
98709982,Dhruv Kalita,Dehri,2024-04,Inactive,1,1704.93
36142455,Rushil Walla,Katni,2023-03,Premium,6,1476.25
71607166,Inaya Sama,Rohtak,2023-09,Inactive,11,1251.88
6622751,Nachiket Ratti,Thiruvananthapuram,2024-06,Inactive,9,598.89
77217240,Tristan Aurora,Karawal Nagar,2024-09,Premium,9,414.76
31537100,Rajata Sampath,Kozhikode,2024-02,Regular,13,917.32
38969732,Manthan Chana,Pune,2024-09,New,10,1501.23
81091233,Divya Dada,Durgapur,2024-04,Regular,4,1993.07
13424885,Azaan Modi,Malda,2024-01,Premium,8,358.46
91789216,Rajeshri Rama,Thane,2024-01,New,15,1708.89
25661033,Raksha Kannan,Miryalaguda,2023-05,New,3,1020.5
24153726,Azad Sachdev,Orai,2024-06,Premium,16,546.12
87222820,Aadhya Padmanabhan,Ulhasnagar,2023-03,Inactive,13,497.66
79628054,Oscar Narula,Pondicherry,2024-10,Premium,5,1737.81
99156138,Yatin Hayer,Morbi,2023-06,Regular,19,911.74
6150721,Vaishnavi Master,Panihati,2023-11,New,2,1705.17
12531927,Ayush Tripathi,Bhiwandi,2024-05,New,20,1511.87
87200291,Anya Panchal,Ichalkaranji,2024-02,Inactive,12,526.58
34897081,Kamala Dasgupta,Shahjahanpur,2023-07,Premium,18,425.92
68754962,Odika Rout,Khammam,2023-10,Inactive,2,512.27
38613642,Ishani Pandya,Erode,2024-11,Regular,16,1380.08
70589930,Sai Taneja,Sambalpur,2023-09,Premium,12,985.23
93937586,Pranav Solanki,Medininagar,2023-07,New,1,651.43
8817168,Lajita Sharma,Mehsana,2023-08,Inactive,7,1382.39
85763665,Eshana Narula,Sikar,2024-06,Premium,13,1062.57
39423691,Lucky Goel,Chandrapur,2024-05,New,18,332.84
17675915,Rayaan Wable,Varanasi,2024-01,Inactive,4,1146.18
59141605,Saksham Kala,Motihari,2024-07,New,15,1739.58
89418072,Azad Wason,Deoghar,2024-10,Regular,18,1748.85
89412038,Ekansh Nagi,Kharagpur,2023-09,New,7,937.66
14632090,Ria Baria,Miryalaguda,2024-03,Regular,15,1620.46
70220141,Reyansh Dhaliwal,Sambalpur,2024-03,Premium,13,469.6
79298972,Zaid Kari,Nadiad,2023-06,Regular,5,1975.13
78572233,Ucchal Nagy,Siwan,2023-10,Regular,7,1845.28
91382237,Yashasvi Prasad,Bhiwani,2024-03,Regular,4,1790.07
25659794,Rajeshri Radhakrishnan,Buxar,2023-05,Inactive,11,1192.81
88203688,Chavvi Karan,Chittoor,2023-04,New,9,1570.98
60732869,Joshua Nath,Rajahmundry,2023-04,New,17,1140.22
40563029,Chandani Rege,Chandigarh,2024-08,Inactive,12,1203.36
34237583,Ishwar Chand,Hapur,2024-09,New,1,231.43
51174875,Sara Prasad,Saharsa,2023-05,Inactive,7,1276.61
41261495,Faris Deol,Bhagalpur,2024-10,Inactive,5,687.71
46876240,Vihaan Doctor,Vijayanagaram,2023-06,Premium,5,1588.64
20940403,Tanvi Kala,Dhule,2023-05,Premium,11,1511.1
52234494,Chameli Kadakia,Bhopal,2023-07,Premium,4,766.95
25503067,Ikshita Yohannan,Alwar,2023-08,New,1,1257.76
3491230,Ucchal Chana,Khora ,2023-06,New,14,226.62
16420489,Divya Peri,Nandyal,2024-04,New,14,1368.05
57291761,Samarth Muni,Pallavaram,2024-08,Regular,8,1338.09
21573815,Urvashi Dalal,Allahabad,2023-09,Premium,2,206.87
82854537,Yauvani Korpal,Varanasi,2024-05,Inactive,2,1027.48
88684966,Jalsa Khanna,Surat,2024-07,New,10,711.72
65143359,Zinal Thakkar,Bhind,2024-02,Premium,14,1071.2
77625089,Omisha Kalla,Rourkela,2023-10,New,1,1879.39
8361353,Pahal Kibe,Bhiwani,2024-02,New,3,632.74
95269737,Aarini Vora,Machilipatnam,2024-03,Regular,19,413.46
83701325,Chasmum Rau,Dehradun,2023-04,Premium,10,1515.8
98667584,Sara Soman,Jaipur,2024-10,Premium,8,1072.65
51476157,Abdul Bali,Burhanpur,2024-08,Inactive,10,1033.16
2848415,Anika Raja,Aurangabad,2024-07,Inactive,9,1798.13
71235336,Gabriel Sawhney,Bokaro,2024-01,Regular,16,248.21
79206969,Aadi Bains,Jamalpur,2023-11,Regular,1,721.13
27971619,Wriddhish Anne,Mirzapur,2023-10,New,3,1691.32
66427343,Forum Iyer,Dewas,2023-08,Premium,17,265.15
50392139,Zehaan Hayer,Jamnagar,2024-07,Inactive,16,991.26
46088132,Benjamin Ramanathan,Sasaram,2024-05,New,13,321.43
61226563,Chameli Kala,Vadodara,2024-01,Regular,5,417.98
5386246,Oeshi Dhillon,Kadapa,2023-05,Inactive,5,1741.42
97739583,Vasudha Nair,Hapur,2023-07,Inactive,17,1522.55
67711384,Widisha Varkey,Bilaspur,2024-09,Premium,8,700.6
77320193,Aarush Das,Jalgaon,2024-10,Premium,4,1568.02
44409533,Vihaan Sule,Tadipatri,2024-03,New,12,1728.95
84287579,Amrita Borde,Raurkela Industrial Township,2023-11,Premium,4,1655.6
25595836,Sathvik Prabhakar,Orai,2023-10,New,18,314.17
17681645,Maanav Bhat,Bhagalpur,2023-12,Premium,15,1381.26
95364457,Nitara Bandi,Ramagundam,2024-02,Premium,13,1137.59
23348269,Rudra Dutta,Ahmednagar,2024-02,Inactive,9,1251.82
95858939,Chakrika Shroff,Raiganj,2023-10,Regular,8,1823.58
46313756,Widisha Desai,Kolhapur,2023-03,Premium,10,1245.36
38694209,Harinakshi Patla,Uluberia,2024-08,Premium,20,1335.82
54680459,Fariq Kala,Vijayanagaram,2023-08,Regular,8,585.9
67952740,Sathvik Majumdar,Raebareli,2024-07,Regular,19,319.1
90665975,Hamsini Dhingra,Nangloi Jat,2023-09,Inactive,15,271.25
35237846,Bakhshi Varkey,Guna,2023-09,Premium,20,1968.65
85476508,Orinder Dua,Pallavaram,2024-05,Inactive,18,1607.33
20122449,Amaira Ahuja,Cuttack,2024-01,New,12,1298.4
40392019,Yashvi Sur,Eluru,2024-02,Premium,8,1419.8
25587553,Nakul Venkatesh,Imphal,2023-09,Regular,12,689.82
27727819,Lavanya Bhasin,Nagercoil,2023-10,Inactive,8,1175.48
65396354,Hemani Modi,Hindupur,2023-03,Inactive,20,1738.21
84953008,Sai Pal,Bongaigaon,2024-09,Inactive,3,1187.65
22081691,Yagnesh Bora,Satara,2023-11,New,13,361.38
77086074,Ekantika Mannan,Hazaribagh,2023-12,Regular,3,737.0
13978108,Oscar Oak,Kota,2024-03,Premium,7,1307.21
3421258,Ishita Chaudhuri,Kota,2024-06,Premium,19,806.62
82160592,Krisha Keer,Chittoor,2023-12,New,15,568.11
4458329,Nimrat Sandal,Mira-Bhayandar,2024-07,Inactive,10,1617.0
